Vardenis            Pavardenis          Galutinis(Vid.)     
Vardenis4720        Pavardenis4720      2.2                 
Vardenis4721        Pavardenis4721      7.8                 
Vardenis4722        Pavardenis4722      7.24                
Vardenis4723        Pavardenis4723      6.72                
Vardenis4724        Pavardenis4724      4.16                
Vardenis4725        Pavardenis4725      1.8                 
Vardenis4726        Pavardenis4726      3.12                
Vardenis4727        Pavardenis4727      6.44                
Vardenis4728        Pavardenis4728      3.92                
Vardenis4729        Pavardenis4729      6.6                 
Vardenis4730        Pavardenis4730      7.2                 
Vardenis4731        Pavardenis4731      2.76                
Vardenis4732        Pavardenis4732      3.88                
Vardenis4733        Pavardenis4733      4.36                
Vardenis4734        Pavardenis4734      7.24                
Vardenis4735        Pavardenis4735      6.88                
Vardenis4736        Pavardenis4736      5.4                 
Vardenis4737        Pavardenis4737      4.56                
Vardenis4738        Pavardenis4738      7.16                
Vardenis4739        Pavardenis4739      6.84                
Vardenis4740        Pavardenis4740      3                   
Vardenis4741        Pavardenis4741      5.8                 
Vardenis4742        Pavardenis4742      6.12                
Vardenis4743        Pavardenis4743      5.24                
Vardenis4744        Pavardenis4744      6.68                
Vardenis4745        Pavardenis4745      3.92                
Vardenis4746        Pavardenis4746      5.72                
Vardenis4747        Pavardenis4747      6.84                
Vardenis4748        Pavardenis4748      5.6                 
Vardenis4749        Pavardenis4749      3.12                
Vardenis4750        Pavardenis4750      6.08                
Vardenis4751        Pavardenis4751      4.04                
Vardenis4752        Pavardenis4752      2.76                
Vardenis4753        Pavardenis4753      5.76                
Vardenis4754        Pavardenis4754      6                   
Vardenis4755        Pavardenis4755      3.16                
Vardenis4756        Pavardenis4756      5.68                
Vardenis4757        Pavardenis4757      7.32                
Vardenis4758        Pavardenis4758      5.4                 
Vardenis4759        Pavardenis4759      7.64                
Vardenis4760        Pavardenis4760      6.4                 
Vardenis4761        Pavardenis4761      3.68                
Vardenis4762        Pavardenis4762      7.92                
Vardenis4763        Pavardenis4763      2.52                
Vardenis4764        Pavardenis4764      8                   
Vardenis4765        Pavardenis4765      5.48                
Vardenis4766        Pavardenis4766      5.28                
Vardenis4767        Pavardenis4767      5.2                 
Vardenis4768        Pavardenis4768      5.72                
Vardenis4769        Pavardenis4769      3.52                
Vardenis4770        Pavardenis4770      7.6                 
Vardenis4771        Pavardenis4771      8.64                
Vardenis4772        Pavardenis4772      4.52                
Vardenis4773        Pavardenis4773      5.68                
Vardenis4774        Pavardenis4774      3.84                
Vardenis4775        Pavardenis4775      1.88                
Vardenis4776        Pavardenis4776      6.52                
Vardenis4777        Pavardenis4777      7.64                
Vardenis4778        Pavardenis4778      5                   
Vardenis4779        Pavardenis4779      6.76                
Vardenis4780        Pavardenis4780      6.64                
Vardenis4781        Pavardenis4781      4.76                
Vardenis4782        Pavardenis4782      7.24                
Vardenis4783        Pavardenis4783      7.08                
Vardenis4784        Pavardenis4784      7.52                
Vardenis4785        Pavardenis4785      6.28                
Vardenis4786        Pavardenis4786      8.96                
Vardenis4787        Pavardenis4787      6.36                
Vardenis4788        Pavardenis4788      2.44                
Vardenis4789        Pavardenis4789      6.04                
Vardenis4790        Pavardenis4790      7.4                 
Vardenis4791        Pavardenis4791      6.08                
Vardenis4792        Pavardenis4792      7.16                
Vardenis4793        Pavardenis4793      7.6                 
Vardenis4794        Pavardenis4794      8.96                
Vardenis4795        Pavardenis4795      4.88                
Vardenis4796        Pavardenis4796      2.96                
Vardenis4797        Pavardenis4797      6.48                
Vardenis4798        Pavardenis4798      7.12                
Vardenis4799        Pavardenis4799      2.52                
Vardenis4800        Pavardenis4800      8.24                
Vardenis4801        Pavardenis4801      7.36                
Vardenis4802        Pavardenis4802      3.52                
Vardenis4803        Pavardenis4803      6.56                
Vardenis4804        Pavardenis4804      6.4                 
Vardenis4805        Pavardenis4805      8.2                 
Vardenis4806        Pavardenis4806      4.84                
Vardenis4807        Pavardenis4807      4.68                
Vardenis4808        Pavardenis4808      7.32                
Vardenis4809        Pavardenis4809      4.64                
Vardenis4810        Pavardenis4810      6.6                 
Vardenis4811        Pavardenis4811      5.28                
Vardenis4812        Pavardenis4812      6.12                
Vardenis4813        Pavardenis4813      5.8                 
Vardenis4814        Pavardenis4814      6.04                
Vardenis4815        Pavardenis4815      7.96                
Vardenis4816        Pavardenis4816      5                   
Vardenis4817        Pavardenis4817      7.92                
Vardenis4818        Pavardenis4818      5.2                 
Vardenis4819        Pavardenis4819      5.2                 
Vardenis4820        Pavardenis4820      4.48                
Vardenis4821        Pavardenis4821      6.92                
Vardenis4822        Pavardenis4822      8.32                
Vardenis4823        Pavardenis4823      8.48                
Vardenis4824        Pavardenis4824      4.92                
Vardenis4825        Pavardenis4825      5.2                 
Vardenis4826        Pavardenis4826      4.88                
Vardenis4827        Pavardenis4827      8.24                
Vardenis4828        Pavardenis4828      7.2                 
Vardenis4829        Pavardenis4829      3.56                
Vardenis4830        Pavardenis4830      4.04                
Vardenis4831        Pavardenis4831      4                   
Vardenis4832        Pavardenis4832      2.36                
Vardenis4833        Pavardenis4833      2.12                
Vardenis4834        Pavardenis4834      5.76                
Vardenis4835        Pavardenis4835      3.68                
Vardenis4836        Pavardenis4836      5.56                
Vardenis4837        Pavardenis4837      6.96                
Vardenis4838        Pavardenis4838      4.36                
Vardenis4839        Pavardenis4839      4.72                
Vardenis4840        Pavardenis4840      3.64                
Vardenis4841        Pavardenis4841      3.8                 
Vardenis4842        Pavardenis4842      2.44                
Vardenis4843        Pavardenis4843      4.48                
Vardenis4844        Pavardenis4844      4.72                
Vardenis4845        Pavardenis4845      2.6                 
Vardenis4846        Pavardenis4846      8.32                
Vardenis4847        Pavardenis4847      6                   
Vardenis4848        Pavardenis4848      8.96                
Vardenis4849        Pavardenis4849      2.72                
Vardenis4850        Pavardenis4850      5.12                
Vardenis4851        Pavardenis4851      5.52                
Vardenis4852        Pavardenis4852      4.12                
Vardenis4853        Pavardenis4853      3.6                 
Vardenis4854        Pavardenis4854      8.32                
Vardenis4855        Pavardenis4855      7.96                
Vardenis4856        Pavardenis4856      2.6                 
Vardenis4857        Pavardenis4857      8.88                
Vardenis4858        Pavardenis4858      5.28                
Vardenis4859        Pavardenis4859      4.84                
Vardenis4860        Pavardenis4860      6.72                
Vardenis4861        Pavardenis4861      6.4                 
Vardenis4862        Pavardenis4862      4.84                
Vardenis4863        Pavardenis4863      7.96                
Vardenis4864        Pavardenis4864      6.96                
Vardenis4865        Pavardenis4865      5.52                
Vardenis4866        Pavardenis4866      2.52                
Vardenis4867        Pavardenis4867      2.2                 
Vardenis4868        Pavardenis4868      4.64                
Vardenis4869        Pavardenis4869      4.16                
Vardenis4870        Pavardenis4870      4.76                
Vardenis4871        Pavardenis4871      6.08                
Vardenis4872        Pavardenis4872      4.04                
Vardenis4873        Pavardenis4873      6.8                 
Vardenis4874        Pavardenis4874      7.32                
Vardenis4875        Pavardenis4875      7.92                
Vardenis4876        Pavardenis4876      5.92                
Vardenis4877        Pavardenis4877      2.2                 
Vardenis4878        Pavardenis4878      5.68                
Vardenis4879        Pavardenis4879      5                   
Vardenis4880        Pavardenis4880      2.44                
Vardenis4881        Pavardenis4881      8.08                
Vardenis4882        Pavardenis4882      7.16                
Vardenis4883        Pavardenis4883      5.8                 
Vardenis4884        Pavardenis4884      5.6                 
Vardenis4885        Pavardenis4885      7.88                
Vardenis4886        Pavardenis4886      6.16                
Vardenis4887        Pavardenis4887      6.28                
Vardenis4888        Pavardenis4888      8.32                
Vardenis4889        Pavardenis4889      4.2                 
Vardenis4890        Pavardenis4890      7.96                
Vardenis4891        Pavardenis4891      2.88                
Vardenis4892        Pavardenis4892      7.96                
Vardenis4893        Pavardenis4893      7.24                
Vardenis4894        Pavardenis4894      6.6                 
Vardenis4895        Pavardenis4895      3.76                
Vardenis4896        Pavardenis4896      6.56                
Vardenis4897        Pavardenis4897      3.32                
Vardenis4898        Pavardenis4898      3.48                
Vardenis4899        Pavardenis4899      4.52                
Vardenis4900        Pavardenis4900      8.64                
Vardenis4901        Pavardenis4901      6.8                 
Vardenis4902        Pavardenis4902      6.84                
Vardenis4903        Pavardenis4903      5.08                
Vardenis4904        Pavardenis4904      5.76                
Vardenis4905        Pavardenis4905      6.8                 
Vardenis4906        Pavardenis4906      7.52                
Vardenis4907        Pavardenis4907      8.64                
Vardenis4908        Pavardenis4908      5.2                 
Vardenis4909        Pavardenis4909      7.36                
Vardenis4910        Pavardenis4910      8.32                
Vardenis4911        Pavardenis4911      4.52                
Vardenis4912        Pavardenis4912      3.16                
Vardenis4913        Pavardenis4913      3.44                
Vardenis4914        Pavardenis4914      8.24                
Vardenis4915        Pavardenis4915      6.76                
Vardenis4916        Pavardenis4916      8.4                 
Vardenis4917        Pavardenis4917      7.2                 
Vardenis4918        Pavardenis4918      5.84                
Vardenis4919        Pavardenis4919      6.04                
Vardenis4920        Pavardenis4920      6.36                
Vardenis4921        Pavardenis4921      5.52                
Vardenis4922        Pavardenis4922      3.72                
Vardenis4923        Pavardenis4923      3.24                
Vardenis4924        Pavardenis4924      5.16                
Vardenis4925        Pavardenis4925      6.36                
Vardenis4926        Pavardenis4926      5.04                
Vardenis4927        Pavardenis4927      4.56                
Vardenis4928        Pavardenis4928      2.52                
Vardenis4929        Pavardenis4929      7.12                
Vardenis4930        Pavardenis4930      8.24                
Vardenis4931        Pavardenis4931      8                   
Vardenis4932        Pavardenis4932      7.24                
Vardenis4933        Pavardenis4933      3.92                
Vardenis4934        Pavardenis4934      3.2                 
Vardenis4935        Pavardenis4935      8.16                
Vardenis4936        Pavardenis4936      8.48                
Vardenis4937        Pavardenis4937      5.28                
Vardenis4938        Pavardenis4938      4.76                
Vardenis4939        Pavardenis4939      6.96                
Vardenis4940        Pavardenis4940      5                   
Vardenis4941        Pavardenis4941      4.56                
Vardenis4942        Pavardenis4942      2.52                
Vardenis4943        Pavardenis4943      4.4                 
Vardenis4944        Pavardenis4944      6.36                
Vardenis4945        Pavardenis4945      7.16                
Vardenis4946        Pavardenis4946      3.32                
Vardenis4947        Pavardenis4947      2.92                
Vardenis4948        Pavardenis4948      6.64                
Vardenis4949        Pavardenis4949      7.08                
Vardenis4950        Pavardenis4950      7.96                
Vardenis4951        Pavardenis4951      5.16                
Vardenis4952        Pavardenis4952      6.6                 
Vardenis4953        Pavardenis4953      4.28                
Vardenis4954        Pavardenis4954      8.32                
Vardenis4955        Pavardenis4955      2.68                
Vardenis4956        Pavardenis4956      7.12                
Vardenis4957        Pavardenis4957      8.4                 
Vardenis4958        Pavardenis4958      5.2                 
Vardenis4959        Pavardenis4959      5.28                
Vardenis4960        Pavardenis4960      6.2                 
Vardenis4961        Pavardenis4961      6.8                 
Vardenis4962        Pavardenis4962      8.04                
Vardenis4963        Pavardenis4963      6.12                
Vardenis4964        Pavardenis4964      6.84                
Vardenis4965        Pavardenis4965      7.2                 
Vardenis4966        Pavardenis4966      3.04                
Vardenis4967        Pavardenis4967      8.4                 
Vardenis4968        Pavardenis4968      6                   
Vardenis4969        Pavardenis4969      6.24                
Vardenis4970        Pavardenis4970      4.48                
Vardenis4971        Pavardenis4971      3.32                
Vardenis4972        Pavardenis4972      8.48                
Vardenis4973        Pavardenis4973      8.2                 
Vardenis4974        Pavardenis4974      6.32                
Vardenis4975        Pavardenis4975      5.48                
Vardenis4976        Pavardenis4976      7.32                
Vardenis4977        Pavardenis4977      1.72                
Vardenis4978        Pavardenis4978      8.88                
Vardenis4979        Pavardenis4979      7.08                
Vardenis4980        Pavardenis4980      7.68                
Vardenis4981        Pavardenis4981      6.4                 
Vardenis4982        Pavardenis4982      3.76                
Vardenis4983        Pavardenis4983      6.32                
Vardenis4984        Pavardenis4984      5                   
Vardenis4985        Pavardenis4985      8                   
Vardenis4986        Pavardenis4986      3.04                
Vardenis4987        Pavardenis4987      6.12                
Vardenis4988        Pavardenis4988      7.84                
Vardenis4989        Pavardenis4989      6.68                
Vardenis4990        Pavardenis4990      5.8                 
Vardenis4991        Pavardenis4991      4.48                
Vardenis4992        Pavardenis4992      5.84                
Vardenis4993        Pavardenis4993      5.92                
Vardenis4994        Pavardenis4994      8.44                
Vardenis4995        Pavardenis4995      6.92                
Vardenis4996        Pavardenis4996      7.76                
Vardenis4997        Pavardenis4997      7.24                
Vardenis4998        Pavardenis4998      7.56                
Vardenis4999        Pavardenis4999      7.64                
Vardenis5000        Pavardenis5000      3                   
Vardenis5001        Pavardenis5001      3.72                
Vardenis5002        Pavardenis5002      7.4                 
Vardenis5003        Pavardenis5003      3.84                
Vardenis5004        Pavardenis5004      6.48                
Vardenis5005        Pavardenis5005      4.08                
Vardenis5006        Pavardenis5006      7.48                
Vardenis5007        Pavardenis5007      7.28                
Vardenis5008        Pavardenis5008      7.72                
Vardenis5009        Pavardenis5009      4.56                
Vardenis5010        Pavardenis5010      2.2                 
Vardenis5011        Pavardenis5011      6.16                
Vardenis5012        Pavardenis5012      3.8                 
Vardenis5013        Pavardenis5013      7.12                
Vardenis5014        Pavardenis5014      4.52                
Vardenis5015        Pavardenis5015      5.12                
Vardenis5016        Pavardenis5016      6.8                 
Vardenis5017        Pavardenis5017      7.12                
Vardenis5018        Pavardenis5018      6.52                
Vardenis5019        Pavardenis5019      5.72                
Vardenis5020        Pavardenis5020      3.4                 
Vardenis5021        Pavardenis5021      7.24                
Vardenis5022        Pavardenis5022      8.32                
Vardenis5023        Pavardenis5023      6.96                
Vardenis5024        Pavardenis5024      5.36                
Vardenis5025        Pavardenis5025      4.96                
Vardenis5026        Pavardenis5026      6.08                
Vardenis5027        Pavardenis5027      5.84                
Vardenis5028        Pavardenis5028      4.72                
Vardenis5029        Pavardenis5029      4.56                
Vardenis5030        Pavardenis5030      8.16                
Vardenis5031        Pavardenis5031      4.52                
Vardenis5032        Pavardenis5032      2.56                
Vardenis5033        Pavardenis5033      7.72                
Vardenis5034        Pavardenis5034      3                   
Vardenis5035        Pavardenis5035      8.12                
Vardenis5036        Pavardenis5036      3.32                
Vardenis5037        Pavardenis5037      4.88                
Vardenis5038        Pavardenis5038      8.48                
Vardenis5039        Pavardenis5039      3                   
Vardenis5040        Pavardenis5040      4.48                
Vardenis5041        Pavardenis5041      6.88                
Vardenis5042        Pavardenis5042      7.64                
Vardenis5043        Pavardenis5043      8.48                
Vardenis5044        Pavardenis5044      2.6                 
Vardenis5045        Pavardenis5045      7.2                 
Vardenis5046        Pavardenis5046      4.08                
Vardenis5047        Pavardenis5047      5.44                
Vardenis5048        Pavardenis5048      6.72                
Vardenis5049        Pavardenis5049      3                   
Vardenis5050        Pavardenis5050      4.6                 
Vardenis5051        Pavardenis5051      1.96                
Vardenis5052        Pavardenis5052      2.12                
Vardenis5053        Pavardenis5053      7.64                
Vardenis5054        Pavardenis5054      7.6                 
Vardenis5055        Pavardenis5055      7.84                
Vardenis5056        Pavardenis5056      7.16                
Vardenis5057        Pavardenis5057      7.12                
Vardenis5058        Pavardenis5058      3.44                
Vardenis5059        Pavardenis5059      4.32                
Vardenis5060        Pavardenis5060      3.56                
Vardenis5061        Pavardenis5061      4.04                
Vardenis5062        Pavardenis5062      4.96                
Vardenis5063        Pavardenis5063      8.36                
Vardenis5064        Pavardenis5064      6.16                
Vardenis5065        Pavardenis5065      4.88                
Vardenis5066        Pavardenis5066      1.88                
Vardenis5067        Pavardenis5067      3.92                
Vardenis5068        Pavardenis5068      7.88                
Vardenis5069        Pavardenis5069      4.64                
Vardenis5070        Pavardenis5070      5.08                
Vardenis5071        Pavardenis5071      5.08                
Vardenis5072        Pavardenis5072      6.04                
Vardenis5073        Pavardenis5073      6.12                
Vardenis5074        Pavardenis5074      1.96                
Vardenis5075        Pavardenis5075      3.16                
Vardenis5076        Pavardenis5076      5.36                
Vardenis5077        Pavardenis5077      2                   
Vardenis5078        Pavardenis5078      2.12                
Vardenis5079        Pavardenis5079      3.48                
Vardenis5080        Pavardenis5080      3.36                
Vardenis5081        Pavardenis5081      7.4                 
Vardenis5082        Pavardenis5082      6.2                 
Vardenis5083        Pavardenis5083      3.88                
Vardenis5084        Pavardenis5084      3.88                
Vardenis5085        Pavardenis5085      7.04                
Vardenis5086        Pavardenis5086      5.48                
Vardenis5087        Pavardenis5087      5.08                
Vardenis5088        Pavardenis5088      8.24                
Vardenis5089        Pavardenis5089      7.56                
Vardenis5090        Pavardenis5090      6                   
Vardenis5091        Pavardenis5091      3.28                
Vardenis5092        Pavardenis5092      4.72                
Vardenis5093        Pavardenis5093      2.88                
Vardenis5094        Pavardenis5094      2.84                
Vardenis5095        Pavardenis5095      5.04                
Vardenis5096        Pavardenis5096      4.64                
Vardenis5097        Pavardenis5097      6.12                
Vardenis5098        Pavardenis5098      3.8                 
Vardenis5099        Pavardenis5099      6.08                
Vardenis5100        Pavardenis5100      5.56                
Vardenis5101        Pavardenis5101      7.32                
Vardenis5102        Pavardenis5102      4.12                
Vardenis5103        Pavardenis5103      2.84                
Vardenis5104        Pavardenis5104      3.44                
Vardenis5105        Pavardenis5105      3.8                 
Vardenis5106        Pavardenis5106      2.36                
Vardenis5107        Pavardenis5107      4.2                 
Vardenis5108        Pavardenis5108      5.88                
Vardenis5109        Pavardenis5109      3.4                 
Vardenis5110        Pavardenis5110      8.2                 
Vardenis5111        Pavardenis5111      7.92                
Vardenis5112        Pavardenis5112      3.52                
Vardenis5113        Pavardenis5113      5.52                
Vardenis5114        Pavardenis5114      6.48                
Vardenis5115        Pavardenis5115      6.32                
Vardenis5116        Pavardenis5116      8.36                
Vardenis5117        Pavardenis5117      3.4                 
Vardenis5118        Pavardenis5118      4.28                
Vardenis5119        Pavardenis5119      7.92                
Vardenis5120        Pavardenis5120      5                   
Vardenis5121        Pavardenis5121      5.32                
Vardenis5122        Pavardenis5122      6.68                
Vardenis5123        Pavardenis5123      4.8                 
Vardenis5124        Pavardenis5124      6.52                
Vardenis5125        Pavardenis5125      7.36                
Vardenis5126        Pavardenis5126      8.36                
Vardenis5127        Pavardenis5127      7.52                
Vardenis5128        Pavardenis5128      6.76                
Vardenis5129        Pavardenis5129      4.44                
Vardenis5130        Pavardenis5130      2.96                
Vardenis5131        Pavardenis5131      5.04                
Vardenis5132        Pavardenis5132      5.12                
Vardenis5133        Pavardenis5133      8.16                
Vardenis5134        Pavardenis5134      8.2                 
Vardenis5135        Pavardenis5135      3.08                
Vardenis5136        Pavardenis5136      2.52                
Vardenis5137        Pavardenis5137      6.68                
Vardenis5138        Pavardenis5138      4.8                 
Vardenis5139        Pavardenis5139      3.68                
Vardenis5140        Pavardenis5140      7.4                 
Vardenis5141        Pavardenis5141      3.12                
Vardenis5142        Pavardenis5142      3.8                 
Vardenis5143        Pavardenis5143      4.16                
Vardenis5144        Pavardenis5144      4.56                
Vardenis5145        Pavardenis5145      3.44                
Vardenis5146        Pavardenis5146      3.36                
Vardenis5147        Pavardenis5147      5.4                 
Vardenis5148        Pavardenis5148      2.76                
Vardenis5149        Pavardenis5149      5.4                 
Vardenis5150        Pavardenis5150      2.84                
Vardenis5151        Pavardenis5151      4.4                 
Vardenis5152        Pavardenis5152      8.2                 
Vardenis5153        Pavardenis5153      8.16                
Vardenis5154        Pavardenis5154      3.88                
Vardenis5155        Pavardenis5155      6.6                 
Vardenis5156        Pavardenis5156      3                   
Vardenis5157        Pavardenis5157      5.44                
Vardenis5158        Pavardenis5158      2.6                 
Vardenis5159        Pavardenis5159      7.08                
Vardenis5160        Pavardenis5160      8.28                
Vardenis5161        Pavardenis5161      5.6                 
Vardenis5162        Pavardenis5162      3.92                
Vardenis5163        Pavardenis5163      6.4                 
Vardenis5164        Pavardenis5164      3.84                
Vardenis5165        Pavardenis5165      4                   
Vardenis5166        Pavardenis5166      2.92                
Vardenis5167        Pavardenis5167      7.84                
Vardenis5168        Pavardenis5168      6.68                
Vardenis5169        Pavardenis5169      6.36                
Vardenis5170        Pavardenis5170      4.92                
Vardenis5171        Pavardenis5171      6.56                
Vardenis5172        Pavardenis5172      3.92                
Vardenis5173        Pavardenis5173      6.52                
Vardenis5174        Pavardenis5174      5.52                
Vardenis5175        Pavardenis5175      3.36                
Vardenis5176        Pavardenis5176      6.6                 
Vardenis5177        Pavardenis5177      3.72                
Vardenis5178        Pavardenis5178      3.64                
Vardenis5179        Pavardenis5179      2.76                
Vardenis5180        Pavardenis5180      4.32                
Vardenis5181        Pavardenis5181      7.2                 
Vardenis5182        Pavardenis5182      7.48                
Vardenis5183        Pavardenis5183      3.88                
Vardenis5184        Pavardenis5184      7.92                
Vardenis5185        Pavardenis5185      8.24                
Vardenis5186        Pavardenis5186      6.48                
Vardenis5187        Pavardenis5187      5.68                
Vardenis5188        Pavardenis5188      5                   
Vardenis5189        Pavardenis5189      7.04                
Vardenis5190        Pavardenis5190      5.92                
Vardenis5191        Pavardenis5191      5.36                
Vardenis5192        Pavardenis5192      4.32                
Vardenis5193        Pavardenis5193      4.4                 
Vardenis5194        Pavardenis5194      5.4                 
Vardenis5195        Pavardenis5195      5.08                
Vardenis5196        Pavardenis5196      5.8                 
Vardenis5197        Pavardenis5197      4.44                
Vardenis5198        Pavardenis5198      4.88                
Vardenis5199        Pavardenis5199      5.04                
Vardenis5200        Pavardenis5200      7.88                
Vardenis5201        Pavardenis5201      5.96                
Vardenis5202        Pavardenis5202      8.48                
Vardenis5203        Pavardenis5203      3.28                
Vardenis5204        Pavardenis5204      6                   
Vardenis5205        Pavardenis5205      7.04                
Vardenis5206        Pavardenis5206      7.36                
Vardenis5207        Pavardenis5207      3.44                
Vardenis5208        Pavardenis5208      3.2                 
Vardenis5209        Pavardenis5209      4.24                
Vardenis5210        Pavardenis5210      3.2                 
Vardenis5211        Pavardenis5211      6.64                
Vardenis5212        Pavardenis5212      2.28                
Vardenis5213        Pavardenis5213      6.4                 
Vardenis5214        Pavardenis5214      4.56                
Vardenis5215        Pavardenis5215      3.96                
Vardenis5216        Pavardenis5216      8.08                
Vardenis5217        Pavardenis5217      6.12                
Vardenis5218        Pavardenis5218      6.04                
Vardenis5219        Pavardenis5219      7                   
Vardenis5220        Pavardenis5220      2.6                 
Vardenis5221        Pavardenis5221      2.96                
Vardenis5222        Pavardenis5222      5.12                
Vardenis5223        Pavardenis5223      7.44                
Vardenis5224        Pavardenis5224      6.6                 
Vardenis5225        Pavardenis5225      3.2                 
Vardenis5226        Pavardenis5226      7                   
Vardenis5227        Pavardenis5227      3.4                 
Vardenis5228        Pavardenis5228      7.36                
Vardenis5229        Pavardenis5229      5.28                
Vardenis5230        Pavardenis5230      2.88                
Vardenis5231        Pavardenis5231      5.56                
Vardenis5232        Pavardenis5232      5.64                
Vardenis5233        Pavardenis5233      6.32                
Vardenis5234        Pavardenis5234      4.2                 
Vardenis5235        Pavardenis5235      4.48                
Vardenis5236        Pavardenis5236      5.92                
Vardenis5237        Pavardenis5237      7                   
Vardenis5238        Pavardenis5238      6.84                
Vardenis5239        Pavardenis5239      6.68                
Vardenis5240        Pavardenis5240      3.48                
Vardenis5241        Pavardenis5241      7.08                
Vardenis5242        Pavardenis5242      7.64                
Vardenis5243        Pavardenis5243      2.88                
Vardenis5244        Pavardenis5244      3.92                
Vardenis5245        Pavardenis5245      4.88                
Vardenis5246        Pavardenis5246      5.08                
Vardenis5247        Pavardenis5247      6.28                
Vardenis5248        Pavardenis5248      2.84                
Vardenis5249        Pavardenis5249      2.36                
Vardenis5250        Pavardenis5250      7.08                
Vardenis5251        Pavardenis5251      3.36                
Vardenis5252        Pavardenis5252      4.68                
Vardenis5253        Pavardenis5253      8.6                 
Vardenis5254        Pavardenis5254      5.88                
Vardenis5255        Pavardenis5255      6.52                
Vardenis5256        Pavardenis5256      6.32                
Vardenis5257        Pavardenis5257      4.2                 
Vardenis5258        Pavardenis5258      3.92                
Vardenis5259        Pavardenis5259      6.64                
Vardenis5260        Pavardenis5260      5.24                
Vardenis5261        Pavardenis5261      5.4                 
Vardenis5262        Pavardenis5262      2.92                
Vardenis5263        Pavardenis5263      5.16                
Vardenis5264        Pavardenis5264      7.64                
Vardenis5265        Pavardenis5265      7                   
Vardenis5266        Pavardenis5266      7.92                
Vardenis5267        Pavardenis5267      8.24                
Vardenis5268        Pavardenis5268      5.16                
Vardenis5269        Pavardenis5269      9                   
Vardenis5270        Pavardenis5270      5.68                
Vardenis5271        Pavardenis5271      4.8                 
Vardenis5272        Pavardenis5272      7.64                
Vardenis5273        Pavardenis5273      7.16                
Vardenis5274        Pavardenis5274      5.32                
Vardenis5275        Pavardenis5275      6.4                 
Vardenis5276        Pavardenis5276      4.88                
Vardenis5277        Pavardenis5277      4.4                 
Vardenis5278        Pavardenis5278      9.2                 
Vardenis5279        Pavardenis5279      3.28                
Vardenis5280        Pavardenis5280      5.08                
Vardenis5281        Pavardenis5281      2.44                
Vardenis5282        Pavardenis5282      7.04                
Vardenis5283        Pavardenis5283      3.28                
Vardenis5284        Pavardenis5284      4.52                
Vardenis5285        Pavardenis5285      5.68                
Vardenis5286        Pavardenis5286      5.96                
Vardenis5287        Pavardenis5287      5.16                
Vardenis5288        Pavardenis5288      7.36                
Vardenis5289        Pavardenis5289      7.56                
Vardenis5290        Pavardenis5290      5.84                
Vardenis5291        Pavardenis5291      5.08                
Vardenis5292        Pavardenis5292      5.64                
Vardenis5293        Pavardenis5293      4.64                
Vardenis5294        Pavardenis5294      2.68                
Vardenis5295        Pavardenis5295      5.92                
Vardenis5296        Pavardenis5296      6.88                
Vardenis5297        Pavardenis5297      8.72                
Vardenis5298        Pavardenis5298      6.96                
Vardenis5299        Pavardenis5299      7                   
Vardenis5300        Pavardenis5300      1.72                
Vardenis5301        Pavardenis5301      3.24                
Vardenis5302        Pavardenis5302      4.28                
Vardenis5303        Pavardenis5303      4.52                
Vardenis5304        Pavardenis5304      7.52                
Vardenis5305        Pavardenis5305      4.84                
Vardenis5306        Pavardenis5306      7.56                
Vardenis5307        Pavardenis5307      5.76                
Vardenis5308        Pavardenis5308      6.44                
Vardenis5309        Pavardenis5309      4.68                
Vardenis5310        Pavardenis5310      4.12                
Vardenis5311        Pavardenis5311      3.2                 
Vardenis5312        Pavardenis5312      3.68                
Vardenis5313        Pavardenis5313      6.88                
Vardenis5314        Pavardenis5314      6.24                
Vardenis5315        Pavardenis5315      4.4                 
Vardenis5316        Pavardenis5316      5.2                 
Vardenis5317        Pavardenis5317      1.88                
Vardenis5318        Pavardenis5318      3.68                
Vardenis5319        Pavardenis5319      2.2                 
Vardenis5320        Pavardenis5320      6.64                
Vardenis5321        Pavardenis5321      3.12                
Vardenis5322        Pavardenis5322      3.92                
Vardenis5323        Pavardenis5323      5.96                
Vardenis5324        Pavardenis5324      4.28                
Vardenis5325        Pavardenis5325      7.36                
Vardenis5326        Pavardenis5326      6.48                
Vardenis5327        Pavardenis5327      6.48                
Vardenis5328        Pavardenis5328      4.52                
Vardenis5329        Pavardenis5329      6.32                
Vardenis5330        Pavardenis5330      8.08                
Vardenis5331        Pavardenis5331      4.96                
Vardenis5332        Pavardenis5332      6.88                
Vardenis5333        Pavardenis5333      7.8                 
Vardenis5334        Pavardenis5334      6.44                
Vardenis5335        Pavardenis5335      4.64                
Vardenis5336        Pavardenis5336      4.48                
Vardenis5337        Pavardenis5337      7.4                 
Vardenis5338        Pavardenis5338      4.04                
Vardenis5339        Pavardenis5339      7.8                 
Vardenis5340        Pavardenis5340      6.52                
Vardenis5341        Pavardenis5341      4.24                
Vardenis5342        Pavardenis5342      5.8                 
Vardenis5343        Pavardenis5343      4.28                
Vardenis5344        Pavardenis5344      5.88                
Vardenis5345        Pavardenis5345      2.56                
Vardenis5346        Pavardenis5346      8.4                 
Vardenis5347        Pavardenis5347      6.32                
Vardenis5348        Pavardenis5348      2.92                
Vardenis5349        Pavardenis5349      3.68                
Vardenis5350        Pavardenis5350      4.64                
